"AIRPORT_ID","LATITUDE","LONGITUDE",
10154,41.25305556,-70.06027778,
10154,41.25305556,-70.06000000,
10154,41.25305556,-70.06027778,
10154,41.25305556,-70.06000000,
10155,31.61138889,-97.22861111,
10155,31.61222222,-97.23027778,
10156,8.43333333,-77.96666667,
10157,40.97916667,-124.10750000,
10157,40.97805556,-124.10861111,
10157,40.97777778,-124.10833333,
10157,40.97777778,-124.10833333,
10157,40.97805556,-124.10861111,
10157,40.97777778,-124.10833333,
10158,39.45611111,-74.57805556,
10158,39.45666667,-74.57777778,
10158,39.45750000,-74.57805556,
10158,39.45750000,-74.57722222,
10159,36.98361111,35.28083333,
10159,36.98222222,35.28027778,
10160,38.29472222,27.16000000,
10160,38.29222222,27.15583333,
10161,-7.13611111,145.74416667,
10161,-7.13638889,145.74388889,
10161,-7.13722222,145.74500000,
10162,8.97805556,38.79944444,
10162,8.97805556,38.79944444,
10163,12.82777778,45.03055556,
10163,12.83444444,45.02888889,
10163,12.82944444,45.02888889,
10164,31.97222222,35.99000000,
10164,31.97222222,35.99000000,
10164,31.97277778,35.99166667,
10165,51.88277778,-176.64472222,
10165,51.87805556,-176.64611111,
10165,51.87805556,-176.64583333,
10165,51.88361111,-176.64250000,
10165,51.87805556,-176.64611111,
10165,51.88361111,-176.64250000,
10166,-34.94833333,138.53472222,
10166,-34.94500000,138.53055556,
10167,34.30305556,-97.01972222,
10167,34.30416667,-97.02055556,
10167,34.30388889,-97.02055556,
10167,34.30416667,-97.02055556,
10167,34.30388889,-97.02055556,
10168,5.66666667,-75.88333333,
10168,5.69805556,-75.87972222,
10168,5.69777778,-75.88027778,
10168,5.69805556,-75.87972222,
10168,5.69777778,-75.88027778,
10169,-30.43777778,137.13722222,
10170,57.75000000,-152.49388889,
10170,57.74972222,-152.49388889,
10170,57.75000000,-152.49388889,
10170,57.74972222,-152.49388889,
10171,32.96833333,-96.83611111,
10171,32.96861111,-96.83638889,
10172,38.81083333,-76.86722222,
10172,38.81083333,-76.86694444,
10172,38.81083333,-76.86694444,
10172,38.81083333,-76.86694444,
10172,38.81083333,-76.86694444,
10173,56.37277778,-2.86833333,
10173,56.37277778,-2.86861111,
10173,56.37416667,-2.86861111,
10173,56.37277778,-2.86833333,
10173,56.37416667,-2.86861111,
10174,12.58333333,-81.70000000,
10174,12.58305556,-81.71166667,
10174,12.58361111,-81.71138889,
10175,24.24833333,54.54777778,
10176,58.03333333,-152.90000000,
10177,1.40000000,99.43055556,
10178,13.85138889,20.85083333,
10178,13.84694444,20.84361111,
10178,13.84750000,20.84333333,
10180,16.70916667,-9.63555556,
10180,16.71138889,-9.63777778,
10181,-34.55888889,-58.41583333,
10181,-34.55916667,-58.41583333,
10182,43.45000000,39.93333333,
10182,43.45000000,39.93333333,
10183,62.56250000,6.10527778,
10183,62.56111111,6.11416667,
10183,62.56027778,6.11027778,
10184,66.56166667,-152.65833333,
10184,66.55194444,-152.62222222,
10185,31.32416667,-92.54694444,
10185,31.32750000,-92.54861111,
10186,65.65694444,-18.07222222,
10186,65.66000000,-18.07277778,
10186,65.65666667,-18.07194444,
10186,65.66000000,-18.07277778,
10186,65.65666667,-18.07194444,
10188,-34.58916667,-68.40055556,
10188,-34.58777778,-68.40333333,
10188,-34.58861111,-68.40277778,
10188,-34.58777778,-68.40361111,
10188,-34.58777778,-68.40333333,
10188,-34.58777778,-68.40361111,
10189,38.96972222,-104.81250000,
10189,38.96972222,-104.81277778,
10189,38.97416667,-104.81777778,
10189,38.96972222,-104.81277778,
10189,38.97416667,-104.81777778,
10190,40.60694444,-95.86583333,
10190,40.60555556,-95.86777778,
10190,40.60638889,-95.86666667,
10190,40.60666667,-95.86666667,
10190,40.60555556,-95.86777778,
10190,40.60666667,-95.86666667,
10191,42.71666667,-110.93333333,
10191,42.70888889,-110.94222222,
10192,35.02388889,-80.08138889,
10192,35.02055556,-80.07722222,
10192,35.02055556,-80.07722222,
10192,35.02055556,-80.07722222,
10192,35.02055556,-80.07722222,
10194,32.98666667,-97.31750000,
10194,32.98777778,-97.31888889,
10194,32.98750000,-97.31888889,
10194,32.98944444,-97.31944444,
10194,32.98777778,-97.31888889,
10194,32.98944444,-97.31944444,
10194,32.99027778,-97.31944444,
10195,38.73500000,30.59555556,
10195,38.72638889,30.60111111,
10196,30.38055556,-9.54583333,
10196,30.38138889,-9.54611111,
10197,48.42611111,10.93305556,
10197,48.42444444,10.93222222,
10197,48.42527778,10.93194444,
10198,40.35472222,-79.93000000,
10198,40.35472222,-79.93000000,
10198,40.35444444,-79.93027778,
10198,40.35444444,-79.92916667,
10198,40.35444444,-79.93027778,
10198,40.35444444,-79.92916667,
10199,44.17361111,0.59861111,
10199,44.17388889,0.59305556,
10199,44.17388889,0.59305556,
10199,44.17472222,0.59055556,
10199,44.17388889,0.59305556,
10199,44.17472222,0.59055556,
10199,44.17388889,0.59305556,
10200,-4.06583333,144.07388889,
10201,56.29305556,12.86250000,
10201,56.29583333,12.84972222,
10201,56.29166667,12.85500000,
10201,56.29111111,12.85500000,
10201,56.29166667,12.85500000,
10201,56.29111111,12.85500000,
10202,-6.40333333,143.84666667,
10203,-9.34027778,149.15527778,
10203,-9.33750000,149.15555556,
10204,57.50388889,-134.58333333,
10205,36.67166667,-4.49805556,
10205,36.67500000,-4.49916667,
10205,36.67972222,-4.49583333,
10205,36.68000000,-4.49583333,
10205,36.68000000,-4.49583333,
10205,36.67500000,-4.49916667,
10205,36.68000000,-4.49583333,
10205,36.67972222,-4.49583333,
10206,38.60416667,21.35194444,
10206,38.60194444,21.35111111,
10207,27.15833333,77.96277778,
10207,27.15777778,77.96083333,
10208,33.36916667,-81.96444444,
10208,33.36916667,-81.96444444,
10208,33.37000000,-81.96444444,
10209,-25.45555556,-54.84361111,
10210,21.70555556,-102.31777778,
10210,21.70083333,-102.31805556,
10210,21.70555556,-102.31777778,
10211,9.55222222,-69.23333333,
10211,9.55333333,-69.23750000,
10212,10.83333333,72.20000000,
10213,26.19194444,127.64777778,
10214,18.23861111,42.65500000,
10214,18.24027778,42.65666667,
10214,18.24027778,42.65638889,
10214,18.24027778,42.65666667,
10214,18.24027778,42.65638889,
10215,34.14694444,-97.12277778,
10215,34.14694444,-97.12277778,
10216,33.94833333,-83.32694444,
10216,33.94861111,-83.32638889,
10216,33.94861111,-83.32583333,
10216,33.94861111,-83.32638889,
10216,33.94861111,-83.32583333,
10217,40.63055556,8.28888889,
10217,40.63222222,8.29083333,
10217,40.63222222,8.29083333,
10217,40.63222222,8.29083333,
10217,40.63222222,8.29083333,
10217,40.63222222,8.29083333,
10218,15.47277778,-84.35138889,
10218,15.47277778,-84.35305556,
10218,15.47277778,-84.35305556,
10218,15.47277778,-84.35305556,
10218,15.47277778,-84.35305556,
10219,51.37861111,179.25861111,
10220,35.17972222,-3.83694444,
10220,35.17722222,-3.83944444,
10221,42.05166667,-102.80666667,
10221,42.05333333,-102.80388889,
10221,42.05333333,-102.80361111,
10221,42.05333333,-102.80388889,
10221,42.05333333,-102.80361111,
10222,56.19000000,-132.44583333,
10223,40.10861111,-85.61305556,
10223,40.10861111,-85.61305556,
10224,33.65000000,-81.68472222,
10224,33.64944444,-81.68500000,
10224,33.64944444,-81.68500000,
10225,70.63055556,-160.04305556,
10225,70.63805556,-159.99472222,
10226,-18.85000000,-159.75000000,
10226,-18.83722222,-159.76111111,
10226,-18.83750000,-159.76111111,
10226,-18.83694444,-159.76083333,
10226,-18.83722222,-159.76111111,
10226,-18.83694444,-159.76083333,
10226,-18.83694444,-159.76111111,
10227,39.36000000,-74.46000000,
10227,39.36000000,-74.45722222,
10228,38.09833333,-92.54722222,
10228,38.09611111,-92.54944444,
10229,41.92416667,8.80305556,
10229,41.92166667,8.80111111,
10229,41.92166667,8.80111111,
10229,41.92388889,8.80250000,
10229,41.92166667,8.80111111,
10229,41.92388889,8.80250000,
10230,29.80000000,40.06666667,
10230,29.78500000,40.10000000,
10231,19.73055556,-14.37444444,
10231,19.72805556,-14.38527778,
10232,23.84055556,92.61972222,
10233,-12.12638889,44.42972222,
10233,-12.13222222,44.43027778,
10233,-12.13111111,44.43055556,
10233,-12.13222222,44.43027778,
10233,-12.13111111,44.43055556,
10234,65.58611111,19.28250000,
10234,65.59027778,19.28194444,
10234,65.59166667,19.27750000,
10235,-10.98388889,-37.07027778,
10235,-10.98388889,-37.07027778,
10236,16.96416667,7.99305556,
10236,16.96611111,8.00027778,
10236,16.96611111,8.00000000,
10236,16.96611111,8.00000000,
10236,16.96611111,8.00027778,
10236,16.96611111,8.00000000,
10236,16.96083333,8.00916667,
10237,52.22027778,-174.20694444,
10237,52.22055556,-174.20611111,
10238,41.03750000,-81.46694444,
10239,24.20000000,23.33333333,
10239,24.17888889,23.31388889,
10239,24.17888889,23.31388889,
10241,60.90555556,-161.22333333,
10241,60.90277778,-161.23055556,
10242,43.67083333,142.45166667,
10242,43.67083333,142.45138889,
10242,43.67083333,142.44750000,
10243,56.94500000,-154.16666667,
10243,56.93861111,-154.18250000,
10244,-37.01111111,174.79916667,
10244,-37.00805556,174.79166667,
10244,-37.01194444,174.78638889,
10245,58.67777778,-156.65166667,
10245,58.67638889,-156.64861111,
10246,40.17555556,-103.22222222,
10246,40.17555556,-103.22194444,
10247,68.13750000,-151.74000000,
10247,68.13361111,-151.74333333,
10248,7.25833333,5.30416667,
10248,7.24666667,5.30111111,
10249,-8.69777778,160.68083333,
10249,-8.70250000,160.68166667,
10249,-8.70250000,160.68166667,
10249,-8.70250000,160.68166667,
10250,34.59027778,32.98750000,
10250,34.59027778,32.98777778,
10251,50.25000000,57.21666667,
10251,50.25000000,57.21666667,
10252,20.13027778,92.88027778,
10252,20.13027778,92.88027778,
10252,20.13277778,92.87250000,
10252,20.13333333,92.87055556,
10253,34.22916667,-86.25583333,
10254,33.17694444,-86.78277778,
10254,33.17777778,-86.78333333,
10255,34.86138889,-86.55750000,
10255,34.85944444,-86.55750000,
10255,34.85944444,-86.55750000,
10255,34.86138889,-86.55750000,
10255,34.85944444,-86.55750000,
10255,34.85944444,-86.55750000,
10256,43.35000000,77.03333333,
10256,43.35000000,77.03333333,
10256,43.35555556,77.04388889,
10257,42.74583333,-73.80527778,
10257,42.74916667,-73.80194444,
10258,38.28250000,-0.55833333,
10258,38.28222222,-0.55805556,
10258,38.28361111,-0.55861111,
10258,38.28222222,-0.55805556,
10258,38.28222222,-0.55805556,
10258,38.28222222,-0.55805556,
10259,30.38416667,-103.68305556,
10259,30.38416667,-103.68361111,
10260,69.97611111,23.38055556,
10260,69.97611111,23.37166667,
10260,69.97750000,23.36472222,
10260,69.97611111,23.37166667,
10260,69.97750000,23.36472222,
10261,36.69333333,3.21722222,
10261,36.69111111,3.21527778,
10261,36.69083333,3.21555556,
10261,36.69250000,3.21500000,
10261,36.69111111,3.21527778,
10261,36.69250000,3.21500000,
10262,-34.94500000,117.80583333,
10262,-34.94333333,117.80888889,
10263,27.74083333,-98.02722222,
10263,27.74083333,-98.02694444,
10264,-28.56722222,16.53638889,
10264,-28.57500000,16.53333333,
10265,7.58333333,39.06666667,
10266,32.83972222,-105.99000000,
10266,32.84000000,-105.99055556,
10266,32.84138889,-105.98888889,
10266,32.83944444,-105.99111111,
10266,32.84000000,-105.99055556,
10266,32.83944444,-105.99111111,
10267,38.89166667,-90.04833333,
10267,38.89000000,-90.04611111,
10268,42.55611111,-92.39972222,
10268,42.55694444,-92.40027778,
10269,36.18083333,37.22666667,
10269,36.18055556,37.22444444,
10270,-29.79972222,-55.76333333,
10271,-45.21388889,169.36944444,
10271,-45.21138889,169.37166667,
10272,37.43666667,-105.86666667,
10272,37.43500000,-105.86666667,
10272,37.43500000,-105.86777778,
10272,37.43500000,-105.86666667,
10272,37.43500000,-105.86777778,
10273,-1.94055556,-54.74027778,
10274,11.98333333,50.78333333,
10275,46.09472222,-118.29111111,
10275,46.09472222,-118.28888889,
10275,46.09527778,-118.28583333,
10275,46.09472222,-118.28888889,
10275,46.09527778,-118.28583333,
10275,46.09250000,-118.28416667,
10276,32.91666667,-85.96666667,
10276,32.91472222,-85.96305556,
10277,31.18777778,29.94805556,
10277,31.18361111,29.94861111,
10278,56.89583333,-154.24583333,
10279,35.22722222,-101.72194444,
10279,35.22722222,-101.72194444,
10279,35.21944444,-101.70583333,
10280,23.06638889,72.62416667,
10280,23.07722222,72.63444444,
10280,23.07722222,72.63444444,
10281,-4.10166667,141.66972222,
10281,-4.10055556,141.66972222,
10282,-4.60000000,143.50000000,
10283,6.03611111,37.57694444,
10283,6.03944444,37.59083333,
10284,-8.56000000,116.09694444,
10284,-8.56000000,116.09694444,
10284,-8.56083333,116.09472222,
10285,37.20388889,-107.86861111,
10285,37.20305556,-107.86916667,
10286,8.26555556,-82.86555556,
10286,8.26750000,-82.86472222,
10287,31.72250000,35.99333333,
10287,31.72250000,35.99333333,
10287,31.72333333,35.99416667,
10288,43.32083333,-84.68666667,
10288,43.32222222,-84.68805556,
10289,14.14722222,15.31444444,
10289,14.14638889,15.31527778,
10290,-24.69944444,44.73305556,
10290,-24.69944444,44.73277778,
10291,-3.71027778,128.08972222,
10292,52.30833333,4.76805556,
10292,52.30861111,4.76388889,
10294,41.99416667,-93.61833333,
10294,41.99194444,-93.62194444,
10295,-21.74000000,135.24000000,
10296,-17.68555556,45.62527778,
10296,-17.68611111,45.62500000,
10297,33.81666667,-117.93333333,
10298,33.59027778,-85.85583333,
10298,33.58805556,-85.85805556,
10298,33.58805556,-85.85805556,
10298,33.58805556,-85.85805556,
10298,33.58805556,-85.85805556,
10299,61.16916667,-149.98527778,
10299,61.17444444,-149.99611111,
10299,61.17444444,-149.99638889,
10299,61.17416667,-149.99805556,
10299,61.17444444,-149.99638889,
10299,61.17416667,-149.99805556,
10300,34.49361111,-82.71000000,
10300,34.49444444,-82.70944444,
10301,47.49722222,-0.57277778,
10301,47.56027778,-0.31277778,
10301,47.56000000,-0.31277778,
10302,-23.43944444,-70.44277778,
10302,-23.44444444,-70.44500000,
10302,-23.44444444,-70.44500000,
10302,-23.44444444,-70.44500000,
10302,-23.44444444,-70.44500000,
10303,45.72944444,0.21972222,
10303,45.72944444,0.21833333,
10303,45.72944444,0.21833333,
10303,45.72944444,0.21833333,
10303,45.72944444,0.21833333,
10303,45.72944444,0.21833333,
10304,61.58166667,-159.54305556,
10305,39.95166667,32.68805556,
10305,39.95027778,32.68750000,
10305,39.95194444,32.68611111,
10305,39.95027778,32.68750000,
10305,39.95194444,32.68611111,
10306,-15.00000000,50.32138889,
10306,-14.99944444,50.32027778,
10307,55.03694444,-131.57055556,
10307,55.04250000,-131.57222222,
10307,55.04222222,-131.57083333,
10307,55.04250000,-131.57222222,
10307,55.04222222,-131.57083333,
10308,-16.17777778,39.93694444,
10308,-16.18250000,39.94500000,
10308,-16.18250000,39.94527778,
10308,-16.18250000,39.94500000,
10308,-16.18250000,39.94527778,
10309,38.94277778,-76.56888889,
10309,38.94277778,-76.56833333,
10310,51.19000000,4.46000000,
10310,51.18944444,4.46027778,
10310,51.19000000,4.46305556,
10311,-13.70861111,-73.35111111,
10311,-13.70888889,-73.35138889,
10311,-13.70888889,-73.35166667,
10311,-13.70888889,-73.35138889,
10312,17.10833333,-61.76388889,
10312,17.13750000,-61.79000000,
10312,17.13666667,-61.79277778,
10312,17.13611111,-61.79388889,
10312,17.13666667,-61.79277778,
10312,17.13611111,-61.79388889,
10313,62.64777778,-160.18888889,
10313,62.64722222,-160.19000000,
10314,69.29305556,16.14166667,
10314,69.29250000,16.14416667,
10317,40.70833333,-84.02666667,
10317,40.70833333,-84.02694444,
10318,43.61750000,13.36416667,
10318,43.61638889,13.36222222,
10318,43.61638889,13.36222222,
10318,43.61638889,13.36222222,
10318,43.61638889,13.36222222,
10319,40.73472222,140.68972222,
10319,40.73333333,140.68861111,
10320,35.42388889,27.14722222,
10320,35.42083333,27.14555556,
10320,35.42111111,27.14583333,
10320,35.42083333,27.14555556,
10320,35.42111111,27.14583333,
10321,-29.69000000,-57.14861111,
10321,-29.68944444,-57.15194444,
10322,40.29722222,-78.32000000,
10322,40.29638889,-78.32000000,
10323,6.19111111,100.40388889,
10323,6.18972222,100.39833333,
10324,57.45472222,-153.81305556,
10325,39.57277778,-104.84777778,
10325,39.57277778,-104.84777778,
10325,39.57027778,-104.84944444,
10325,39.57000000,-104.84944444,
10325,39.57000000,-104.84916667,
10326,-14.73666667,-68.41305556,
10326,-14.74027778,-68.41111111,
10326,-14.74000000,-68.40750000,
10326,-14.73888889,-68.41111111,
10326,-14.74027778,-68.41111111,
10326,-14.73888889,-68.41111111,
10326,-14.73888889,-68.41138889,
10327,38.21222222,-122.28000000,
10327,38.21305556,-122.28055556,
10327,38.21361111,-122.28027778,
10327,38.21305556,-122.28055556,
10328,-15.35000000,-75.16666667,
10329,26.15277778,-81.77527778,
10329,26.15222222,-81.77583333,
10329,26.15250000,-81.77555556,
10329,26.15222222,-81.77583333,
10329,26.15250000,-81.77555556,
10330,39.46611111,-76.16972222,
10330,39.46611111,-76.16888889,
10330,39.46555556,-76.16833333,
10331,-15.56666667,-146.41666667,
10331,-15.57527778,-146.41305556,
10332,-15.10166667,39.28722222,
10332,-15.10555556,39.28166667,
10333,45.08166667,-83.55583333,
10333,45.07805556,-83.56027778,
10334,7.03333333,-77.20000000,
10335,-4.67361111,142.53777778,
10335,-4.67638889,142.54000000,
10336,35.06055556,-85.58527778,
10337,34.52638889,-117.21277778,
10337,34.52638889,-117.21277778,
10337,34.57527778,-117.18611111,
10338,-13.83333333,-172.00000000,
10338,-13.82833333,-172.01194444,
10338,-13.83000000,-172.00833333,
10339,28.33527778,46.12500000,
10339,28.33527778,46.12500000,
10339,28.33527778,46.12500000,
10339,28.33527778,46.12500000,
10339,28.33527778,46.12500000,
10339,28.33527778,46.12500000,
10339,28.33611111,46.12694444,
10340,29.61250000,35.01944444,
10340,29.61111111,35.01777778,
10340,29.61111111,35.01777778,
10340,29.61111111,35.01777778,
10340,29.61111111,35.01777778,
10342,-16.33777778,-71.55500000,
10342,-16.34111111,-71.58305556,
10342,-16.34055556,-71.57083333,
10342,-16.34111111,-71.58305556,
10342,-16.34055556,-71.57083333,
10343,-16.75000000,179.35000000,
10344,60.96666667,-149.12361111,
10344,60.96611111,-149.12583333,
10344,60.96888889,-149.11944444,
10344,60.96611111,-149.12583333,
10344,60.96888889,-149.11944444,
10345,35.26472222,-93.09388889,
10345,35.25916667,-93.09333333,
10345,35.25916667,-93.09250000,
10346,35.08083333,-92.42500000,
10346,35.08111111,-92.42444444,
10346,35.08083333,-92.42500000,
10346,35.08111111,-92.42444444,
10347,30.03777778,-91.88388889,
10347,30.03750000,-91.88388889,
10347,30.03777778,-91.88388889,
10348,42.22277778,-83.74444444,
10348,42.22305556,-83.74555556,
10349,68.13750000,-145.52444444,
10349,68.11472222,-145.57944444,
10350,-8.25000000,124.75000000,
10351,18.45000000,-66.67583333,
10351,18.45027778,-66.67583333,
10351,18.45000000,-66.67527778,
10351,18.45083333,-66.67555556,
10351,18.45000000,-66.67527778,
10351,18.45083333,-66.67555556,
10352,36.12500000,-90.92638889,
